Keyword,Review,Tone,Attribute1
Camera, PROS: -Nice ,3,Pros
Processor, PROS: -Nice Camera-Smooth Touch-Strongly built-Cool design-Gr8 E-mail sync-Nokia offers-,3,
sound,  RAM good-Clear ,3,clear
games, -Poor ,1,
hangs,  or UI ,0,
hardware, The phone is just awesome oth ,3,
software, The phone is just awesome oth hardware and ,3,
lag,  phone only ,0,
music,  phone only lags for whats app and ,1,
video,  phone only lags for whats app and music and ,1,lags
lens,  14k price this is the best deal for the photography i mean photos are awesome brilliant and after adding ,3,
flipkart, After 40 days of heavy usage and one replacement by ,0,
heavy, After 40 days of ,0,
heavy,  Battery: The phone cannot crawl through half a day upon continuous 3g with moderate to ,1,battery
Android,  I paid for few apps which I could find for free for ,3,apps
Android,  But app store still is dragging behind ,3,app store
gaming, 4 hr ) or after a ,0,
Android,  plugin into a windows pc and drag-drop Verdict: If you want a switch from ,0,
windows,  plugin into a ,0,
windows,  then android but all important and well running app are here in ,0,
budget,  20000mindblowing-Display-Touch-Camera-All apps  at last if your ,3,
Camera,  20000mindblowing-Display-Touch-,3,
Display,  20000mindblowing-,3,mindblowing
games,  Phone does not lag even while playing ,3,
lag,  Phone does not ,3,does not
Android,  Not as many apps as ,0,
sound,  Lumia 720 ,0,
games,  512 MB RAM means ,3,512MB RAM
hardware,  NO FM RADIO ,1,FM Radio
hardware,  All Lumia phones have the ,0,
browsing, A good mid-level phone if you are not a heavy user like me (internet ,0,
heavy, A good mid-level phone if you are not a ,0,
internet, A good mid-level phone if you are not a heavy user like me (,0,
budget,  But if you can just stretch your ,0,
windows,  u gonna feel bad for ,1,
games,  still have some cool ,3,
smooth ,  Plus of this phone is even after having 26 apps installed and of them running in back ground there will 350 mb of ram free and apps works ,3,
hangs,  i am a heavy user so multi-tasking of me some times ,1,multi-tasking
heavy,  1300 mah is not good for this phone but gives a back up of around 6 hours of ,1,battery
music, cant share ,0,
video, cant share music n ,0,
storage,  camera working fine after the update and guys just see your internal ,0,
storage, shrink ,0,
touch, shrink storage,0,
games,  Only the problm is the number of apps and ,1,apps
lag, Its really amazing with no ,3,no
flipkart, I regret not buying from ,3,
memory ,  They are selling for less plus you get a ,0,
interface,  Anyways here are pros and cons: Pros:1)Really smooth functioning without any lag 2)Awesome nokia apps like nokia music and here maps with offline nav( ps the size of whole map of delhi is just 70 mb) 3)Nice ,3,
lag,  Anyways here are pros and cons: Pros:1)Really smooth functioning without any ,3,without
music,  Anyways here are pros and cons: Pros:1)Really smooth functioning without any lag 2)Awesome nokia apps like nokia ,3,Nokia music
smooth ,  Anyways here are pros and cons: Pros:1)Really ,3,
windows,  Anyways here are pros and cons: Pros:1)Really smooth functioning without any lag 2)Awesome nokia apps like nokia music and here maps with offline nav( ps the size of whole map of delhi is just 70 mb) 3)Nice interface with live tiles ( of course cuz its ,3,interface
music,  not india) Cons :1) No FM ( Although Nokia ,0,
Camera,  Still it could have been better if Fm was there) 2) ,0,
video,  However outdoor pics are pretty nice so is the ,3,
lens,  And yeah some ,0,
clarity,  the display is specially clear and crisp and the camera is very smooth and has amazing ,3,
clarity,  the display is specially clear and crisp and the camera is very smooth and has amazing ,3,
smooth ,  the display is specially clear and crisp and the camera is very ,3,
smooth ,  touch response very ,3,
buttons,  even with all the complex transition animations of WP8 (which i believe to be the best as compared to other OSes) the ,0,
heavy,  it can support ,0,
budget,  and if this id the ,0,
features,  if used with maximum ,0,
features, Ive been in doubt of buying other phones in this range that power packs much more ,0,
windows,  The UX of ,0,
windows,  Earlier i was little scared about ,0,
windows,  Only Application are less in ,1,applications
flipkart, so i ordered via ,0,
lag,   really no ,3,no
fast,  and super super ,3,super
smooth ,  browsing is also super ,3,
Bluetooth,  Windows 8 does all the basic and necessary works with ease and it has fixed almost all complaints against its previous version like ,0,
lens,  bunch of very useful apps (like city ,0,
gaming,  If you dont use internet and ,0,
Android,  Windows 8 - lags miles behind ,3,
Android,  Windows 8 - lags miles behind ,3,
lag,  Windows 8 - ,0,
features,  And some very primitive ,3,
windows,  512 MB ram is enough for ,3,512MB RAM
interface,  Everyone would want to have such ,3,
cheap, its is far better than the slow sluggish android galaxy ,3,
features, (Pros)1) awesome camera with panaroma and smart shoot ,3,camera
features, (Pros)1) awesome camera with panaroma and smart shoot ,3,panaroma
features, (Pros)1) awesome camera with panaroma and smart shoot ,3,smart shoot
cheap, 2)it never gets hang unlike the ,0,
memory , 2)it never gets hang unlike the cheap android phones in this range3)it has an 8 gb inbuilt ,3,8GB
memory , 2)it never gets hang unlike the cheap android phones in this range3)it has an 8 gb inbuilt ,3,inbuilt
windows, 2)it never gets hang unlike the cheap android phones in this range3)it has an 8 gb inbuilt memory upgradable to 64 gb4)decent battery life and gets charged up very quickly5),0,
back ,  Dual Core processor6)awesome ,3,awesome
clarity,  Dual Core processor6)awesome back panels which makes it really a funky device7)fantastic sound quality with great ,3,
sensor,  Dual Core processor6)awesome back panels which makes it really a funky device7)fantastic sound quality with great clarity8),3,
sound,  Dual Core processor6)awesome back panels which makes it really a funky device7)fantastic ,3,
features,  Accelerometer9)additional ,0,
Store, 81 inch screen Cons1)it does not have a better ,1,app
budget, 4cpu-dual coregpu-fantasticcamera-fantasticsound-fantastic guys if u r lOoking a fone & ur ,3,
sound, 4cpu-dual coregpu-fantasticcamera-fantastic,3,
lens,  Here and city ,0,
features,  Excellent phone with great ,3,
fast,  You cant get a better mobile which is so ,3,
windows, initially was skeptical abt buying ,0,
browsing, it is really a refreshing phone in the market decent camerasmooth ,3,smooth
lag, it is really a refreshing phone in the market decent camerasmooth browsinggood call qualitynice key board for messagingonly ,0,
lag, it is really a refreshing phone in the market decent camerasmooth browsinggood call qualitynice key board for messagingonly ,0,
smooth , it is really a refreshing phone in the market decent camera,3,
delivered, I have bought this phone from another online retailer on 12th and it was ,0,
online, I have bought this phone from another ,0,
sound,  The speaker in my handset sometimes gives a rustling ,1,speaker
features,  The phone mostly has all the ,3,
music,  There is a bug in nokia ,1,bug
music,  There is a bug in nokia ,1,nokia music
music,  even if reduced the volume to 0 still the ,0,
touch,  However the inbuilt speech system allows to read notification without ,3,speech system
budget,  Overall its a very good ,3,good
windows,  If you dont want to invest much in ,0,
sound, it has dolby enhancement ,3,dolby
video, hd 720p ,3,HD
video, hd 720p ,3,720p
stylish,  WP8 is so slick and ,3,
windows,  WP8 is so slick and stylish that Im contemplating giving up my note 2 for a ,3,stylish
windows, After using Nokia Lumia 620 ,0,
windows,  The main reason behind buying a ,0,
UI,  was the the metro ,3,metro
UI,  Segoe ,0,
windows,  Segoe UI font gives ,0,
build,  The Innovative in-,3,innovative
picture, Nokia Lumia 620 captures fresh ,3,
sound, Nokia Lumia 620 captures fresh pictures and it offers Dolby Digital ,3,dolby digital
fast,  Battery life is similar to all smarts phone in its range but surprisingly it re-charges pretty ,3,charges
fast,  My girlfriend is using Lumia 820 which is comparatively ,3,comparatively
UI, I was a great fan of the Windows metro ,3,metro
touch,  My phone started having ,0,
service,  I had to take my phone to the ,0,
back panel,  Later they announced that the phone has some ,0,
back panel,  And soon after the ,0,
charging,  Why are you ,0,
flipkart,  After seeing such a good reviews on ,0,
cheap,  Music quality is also good but ear phones are ,1,
games,  Many famous and popular apps & ,0,
video,  Cant send songs or ,1,
video,  No option of sending pre-recorded audio,1,pre-recorded
browsing,  Battery juice is not enough to last more than 5 hours in continuous 3G ,1,battery
hanging,  Nokia should have patented the ,1,
features,  off course was lured by its ,3,
performance,  would like to caution against poor battery ,1,battery
performance,  i too tried to search about battery ,0,
features,  now my question is what is the use of ,0,
build,  practically good ,3,good
build,  lots of Chinese brands are available feature fully loaded but they compromise on ,0,
android, It is a good ,0,
delivery,  Overall satisfaction on product purchases and on time ,3,time
touch, good delivery by snapdel i also get 200 rs coupon with this mobile simply it a very nice phone With querty key pad I can write more fastly than other only ,1,Querty
touch, good delivery by snapdel i also get 200 rs coupon with this mobile simply it a very nice phone With querty key pad I can write more fastly than other only ,1,Fastly
delivery, good ,3,good
price,  Overall a very satisfactory one at this ,3,satisfactory
screen, '<br ># Bluetooth is not working<br ># the ,0,
apps, '<br ># gets hung up even after uninstalling most of the ,1,uninstalling
features, A descent option for those who wish to have a stylish mobile with all the ,3,stylish
stylish, A descent option for those who wish to have a ,3,
memory,  Internal ,0,
processor,  Internal memory and ,0,
day,  Battery lasts atleast two ,3,two
day,  Battery lasts atleast two ,3,lasts
touch,  With querty key pad I can write more fastly than other only ,1,Querty
touch,  With querty key pad I can write more fastly than other only ,1,Fastly
battery, Product experience till now good ,3,good
smooth, Product experience till now good battery is giving good backup qwerty is as well ,3,qwerty
processor,  Runs on a quadcore ,0,
quadcore,  Runs on a ,0,
price,  Its one of the best deals at this ,3,deals
price,  Its one of the best deals at this ,3,best
day,  Its one of the best deals at this price as of this ,0,
memory, '<br ><br >16 GB Internal ,0,
apps, '<br ><br >16 GB Internal memory is great too for storing ,3,great
apps, '<br ><br >16 GB Internal memory is great too for storing ,3,storing
back, '<br >The phones ,0,
price,  All in all a great deal at this ,3,great
price,  All in all a great deal at this ,3,deal
snapdragon,  Quadcore ,0,
google,  50 gb ,0,
budget,  5 mp camera<br ><br >If u r waiting for a phone which offers the services of a 25k  phone at ,0,
price,  5 mp camera<br ><br >If u r waiting for a phone which offers the services of a 25k  phone at budget ,0,
fast, Pros:<br >1)display is very goodscratch proof 2)sound is also good3)touch screen is very good4)1 gb ram is enough to play any game 5)quad-core process is very ,3,quad-core
fast, Pros:<br >1)display is very goodscratch proof 2)sound is also good3)touch screen is very good4)1 gb ram is enough to play any game 5)quad-core process is very ,3,process
camera, Pros:<br >1)display is very goodscratch proof 2)sound is also good3)touch screen is very good4)1 gb ram is enough to play any game 5)quad-core process is very fast and we are getting in this range6)look wise very goodCons:<br >1)you can say ,0,
screen, Pros:<br >1)display is very goodscratch proof 2)sound is also good3)touch ,0,
game, Pros:<br >1)display is very goodscratch proof 2)sound is also good3)touch screen is very good4)1 gb ram is enough to play any ,3,enough
ram, Pros:<br >1)display is very goodscratch proof 2)sound is also good3)touch screen is very good4)1 gb ,0,
budget,  Deserving ,3,Deserving
budget,  No other phone in the market shall be able to challenge its superiority in the ,3,superiority
expandable,  No ,1,No
camera, 0MP ,0,
stylish, Phone is ,3,
light, Phone is stylish and ,3,
looks, Phone is stylish and light weight  curved edges ,3,curved
looks, Phone is stylish and light weight  curved edges ,3,edges
touch, Display is very awesome and ,0,
sound,  Separate ,0,
budget, The Phone is perfect at its ,3,perfect
snapdeal, I guess someone can wait till it becomes available on ,2,
snapdeal,  because of these sweet deals ,3,
flipkart, Any way on ,0,
built, Pros:<br >1) Good ,3,good
screen, '<br >2) Utmost ,0,
delivered, '<br >3) Great processing speed ,0,
processor, 2GHz quad-core QUALCOMM ,2,
display, '<br >4) HD ,3,HD
price, '<br >5) Very good ,3,good
battery, '<br >6) Good ,3,good
screen, '<br >8) Good ,3,good
camera, '<br ><br >Cons:<br >1) 5MP ,1,Cons
performance, 5GB for enhanced ,3,enhanced
sound, '<br >3) Speaker ,0,
memory, '<br >4) No ,1,No
touch, '<br ><br >Conclusion:<br >A good phone for those who need an upgrade to ,2,upgrade
screen, '<br ><br >Conclusion:<br >A good phone for those who need an upgrade to touch ,2,upgrade
screen, '<br ><br >Conclusion:<br >A good phone for those who need an upgrade to touch ,2,touch
features, awesome mobile loaded with ,3,awesome
service, awesome mobile loaded with features with a good brand name and chain of ,3,chain
touch,  It has a high speed response and the ,0,
smooth,  It has a high speed response and the touch is so good and ,3,
features,  It has got many new ,3,new
camera,   The ,0,
camera,  However the front ,0,
front,  However the ,0,
price,  Overall its worth its ,3,worth
memory, '<br ><br >Only bad side is that it dont have an expandable ,1,dont
memory, '<br ><br >Only bad side is that it dont have an expandable ,1,expandable
expandable, '<br ><br >Only bad side is that it dont have an ,1,dont
camera, '<br >i think 5mp is a good enough ,3,good
camera, '<br >i think 5mp is a good enough ,3,enough
camera,  people who are complaining about ,2,complaining
price, '<br ><br >A power Packed Mobile in a budgeted ,3,budgeted
power, '<br ><br >A ,0,
memory, '<br ><br >Only competition to this Moto G is Gionee Elife E3 which has similar qualities that Moto G offers + it has an expandable ,3,expandable
expandable, '<br ><br >Only competition to this Moto G is Gionee Elife E3 which has similar qualities that Moto G offers + it has an ,0,
price, '<br ><br >Only competition to this Moto G is Gionee Elife E3 which has similar qualities that Moto G offers + it has an expandable memory slot in the similar ,0,
features, This is a nice budget phone which has got all the necessary ,3,necessary
budget, This is a nice ,3,nice
design,  Nice ,3,nice
memory, Since it has no expanded ,1,expanded
warranty,  No ,1,no
price, The phone is good for the ,3,good
features, A very good phone with lots of ,3,lots
power,  and the lockingunlocking (sleep) mode is done thru ,0,
touch,  Awsome quality user friendly as it is have both ,0,
internet, '<br >Can get maximum typing speed in message or chatting on the ,3,chatting
internet, '<br >Can get maximum typing speed in message or chatting on the ,3,message
snapdeal, '<br >And also thanks to ,3,thanks
service, '<br >And also thanks to snapdeal for their awsome ,3,awsome
sound,  Having good clarity of ,3,clarity
sound,  Having good clarity of ,3,good
clarity,  Having good ,3,good
budget, a nice product for those who care about ,3,care
stylish,  and overall very ,3,very
price, Good product felt ok with the product for ,2,ok
features, A good phone with many ,3,many
touch,  very easy uses for screen ,3,
touch,  very easy uses for screen ,3,easy
screen,  very easy uses for ,3,easy
delivered, Product ,0,
music, '<br >The ,0,
video, '<br >Plays mp4 ,2,mp4
features, This phone is good for lower end user but not for business purpose as it lacks business ,1,lacks
features, This phone is good for lower end user but not for business purpose as it lacks business ,1,business
day, I have received brand new iPhone 4 and from ,0,
interface,  Apple itself as brand I adore and the ,0,
heavy,  The hind site to the product is a bit ,1,bit
clarity, The best phone in the world what a ,0,
picture, The best phone in the world what a clarity amazing sharpness and ,3,sharpness
picture, The best phone in the world what a clarity amazing sharpness and ,3,amazing
android, Awesome Still Better than many ,2,
android,  Iam having one newly lunched ,2,
lags,  Iam having one newly lunched android phone but it ,1,it
fast,  The apples A4 chip works very ,3,very
ios,  The apples A4 chip works very fast ,0,
design, The iPhone 4 introduced a new hardware ,3,new
hardware, The iPhone 4 introduced a new ,3,new
internal, The iPhone 4 introduced a new hardware design to the iPhone line incorporating an uninsulated stainless steel frame which doubles as an antenna with ,0,
display,  while maintaining the same physical size and ,0,
resolution,  while maintaining the same physical size and display ,3,
size,  while maintaining the same physical ,3,maintaining
service, which notably introduced multitasking functionality and Apples new FaceTime video chat ,0,
video, which notably introduced multitasking functionality and Apples new FaceTime ,0,
display,  Cons vs Android phones that may cost as much:<br ><br >Pros:<br >- Access to the latest iOS experience without having to pay a bomb for it<br >- Perfectly usable screen (retina ,3,retina
display,  Cons vs Android phones that may cost as much:<br ><br >Pros:<br >- Access to the latest iOS experience without having to pay a bomb for it<br >- Perfectly usable screen (retina ,3,perfectly
display,  Cons vs Android phones that may cost as much:<br ><br >Pros:<br >- Access to the latest iOS experience without having to pay a bomb for it<br >- Perfectly usable screen (retina ,3,
screen,  Cons vs Android phones that may cost as much:<br ><br >Pros:<br >- Access to the latest iOS experience without having to pay a bomb for it<br >- Perfectly usable ,3,perfectly
screen,  Cons vs Android phones that may cost as much:<br ><br >Pros:<br >- Access to the latest iOS experience without having to pay a bomb for it<br >- Perfectly usable ,3,usable
games,  cant go wrong with it)<br >- Most apps including graphic intensive ,3,graphic
games,  cant go wrong with it)<br >- Most apps including graphic intensive ,3,intensive
apps,  cant go wrong with it)<br >- Most ,0,
day,  (can last for a ,0,
instagram,  Great for ,3,
speakers,  Same goes for video<br >- End of the road from an upgradation perspective (Dont see this getting iOS 7+)<br >- Phone ,0,
fast, Perfect Goods with ,3,
games, but it lacks in some ,1,lacks
features, easy to use with all the ,3,use
internet,  Big problem is you not download any songs or vdo from ,1,any
touch, Nokia 220 is rightly priced for phone without ,2,
battery, 4 inch screen plastic body  light weight sound clarity good ,3,good
sound, 4 inch screen plastic body  light weight ,0,
clarity, 4 inch screen plastic body  light weight sound ,3,
body, 4 inch screen plastic ,2,plastic
screen, 4 inch ,2,
price, 4 inch screen plastic body  light weight sound clarity good battery life usb charger what more you can expect at this ,3,expect
light, 4 inch screen plastic body  ,0,
budget, A Very Good Product within the ,3,within
battery, The product meets our expectationswith a good ,3,good
touch, The product meets our expectationswith a good battery backup and necessary requirements all these embedded in the basic phone giving it the ,2,
back, the ,0,
back,  The nokia tried to give the mobile a good cover with a superior clean finish at the ,3,finish
looks,  The nokia tried to give the mobile a good cover with a superior clean finish at the backside which ,3,backside
looks, The cellphone ,0,
picture, Its exactly the same as shown in the ,0,
service, gud ,3,gud
buttons, Large ,0,
resolution, '<br >Screen ,0,
snapdeal,  thanks to all of you in ,3,thanks
battery, light weightamazing ,3,amazing
back, light weightamazing battery ,0,
budget,  If you are on minimal ,0,
durable, '<br >afterall it is the best low cost ,3,
price, This phone is quite perfect at this ,3,perfect
games,  It can run  facebook music player lots of ,3,lots
music,  It can run  facebook ,3,facebook
build,  The design and ,0,
design,  The ,0,
sound, '<br >Pros: cheap and durableCons: ,1,Cons:
cheap, '<br >Pros: ,3,Pros:
budget,  I was looking for a ,0,
light,  Its too ,2,too
music,  It plays good quality ,3,good
music,  It plays good quality ,3,quality
delivered, I have been a regular purchaser from Snapdeal and have always received exllent products at unbeatable prices which were packed well and ,3,
prices, I have been a regular purchaser from Snapdeal and have always received exllent products at unbeatable ,3,unbeatable
online,  After comparing other ,0,
online,  Will again purchase other itesm from them as they are far better than other ,0,
price, Its a wonderful product in this ,3,wonderful
snapdeal,  Beyond product price that ,0,
price,  Beyond product ,0,
camera, its ,0,
price, its camera is osm in its ,3,osm
snapdeal, Only phone from nokia having good price on ,3,
service, Only phone from nokia having good price on snapdeal you will find everything in  relevent prices i had also bought other product also having with awesome ,0,
price, Only phone from nokia having good ,3,good
prices, Only phone from nokia having good price on snapdeal you will find everything in  relevent ,3,relevant
affordable, Basic and very user friendly as Nokia has ever been at a very ,3,very
delivery,  Fastest ,3,fastest
touch,  Gifted this phone to my father who isnt fond of ,0,
screen,  Gifted this phone to my father who isnt fond of touch ,0,
camera, Decent ,3,decent
display, Decent camera brilliant ,3,brilliant
durable, Decent camera brilliant display sturdy body and ,3,body
body, Decent camera brilliant display sturdy ,3,sturdy
price, '<br >I recommend this phone which stands worth its ,3,worth
price, '<br ><br >I compared the ,0,
delivery, '<br ><br >I compared the prices on other shopping sites and SnapDeal provided a better deal with respect to price ,0,
prices, '<br ><br >I compared the ,0,
android, I ordered this phone through Snapdeal ,0,
memory, Phone is really good with lots of feature like facebook expendable ,3,expendable 
battery, Phone is really good with lots of feature like facebook expendable memory music player long ,3,long
music, Phone is really good with lots of feature like facebook expendable memory ,0,
snapdeal, I have oredered multiple electronics items in past through ,0,
day,  I ordered on Satur,0,
battery,  Just a greast phone with high ,3,high
snapdeal, Glad to have shopped from ,3,glad
snapdeal, the product is good as i expected the ,0,
battery, Good ,3,good
sound, Good battery backup ,0,
display, Good battery backup sound ,0,
games, Good battery backup sound display nice ,3,nice
sound, '<br ><br >But sometimes the ,0,
back, Got the deffective piece with key not working and o that no revert after sending ,0,
front, Got the deffective piece with key not working and o that no revert after sending back also for replace from ,0,
battery, Awsome ,3,Awsome
performance, Awsome battery ,3,battery
day, '<br >I use speaker to talk atleast 5-6 hrs a ,0,
battery, '( as per my requirement )  still the ,0,
drain, '( as per my requirement )  still the battery dont ,3,dont
drain, '( as per my requirement )  still the battery dont ,3,
cheap, '<br >Easy to use ,0,
battery,  Simple easy to use and good ,3,battery
battery, '<br >The only cons is that it is difficult to open up the back cover when one needs to remove ,1,remove
back, '<br >The only cons is that it is difficult to open up the ,1,open
stylish, Product is very good quility vice and looking very ,3,very
battery, '<br >Pros1)awesome ,3,awesome
looks, '<br >2)sexy ,3,sexy
design, Gud ,3,Gud
performance,  Even earlier I have always trusted Nokia and been happy with its ,3,happy
features,  The ,0,
sound,  The features that matter most to me are clear ,3,clear
build,  The ,0,
battery, i cnt see individual inbox nd sent box only name shows in contact list it dont show name nd number together ,0,
sound, i cnt see individual inbox nd sent box only name shows in contact list it dont show name nd number together battery dosnt work for more than 3to4 days during normal calling(30 to 40 mindy ) i had expected from it to stand for 8 to10 dys for normal calling  but it disappointed mend during music play in full ,0,
music, i cnt see individual inbox nd sent box only name shows in contact list it dont show name nd number together battery dosnt work for more than 3to4 days during normal calling(30 to 40 mindy ) i had expected from it to stand for 8 to10 dys for normal calling  but it disappointed mend during ,0,
price, 200to 300 Rs lesser than local market ,2,market
internet, it is not use as a modem for ,1,modem
delivery, Quick ,3,quick
price, This is a good device in lowest ,3,lowest
back,  Battery ,0,
snapdeal,  it is lowest price in only ,3,
price,  it is lowest ,3,lowest
design, Good ,3,good
design, Nokia 220 sports Candy bar ,0,
light,  The phone is very ,3,light
interface,  The curved back side strikes a familiarity with the Asha series and so does the icons and software ,2,software
software,  The curved back side strikes a familiarity with the Asha series and so does the icons and ,0,
back,  The curved ,2,curved
display, '<br ><br >The ,0,
resolution, 4 inches in size and sports QVGA ,0,
size, 4 inches in ,0,
display,  The ,0,
display,  Any more than that would be expecting too much out of the humble ,3,humble
online, Snapdeal is a ideal ,3,ideal
store, Snapdeal is a ideal online mega ,0,
battery, Mobile is fine but less ,1,less
snapdeal,  and great service by ,3,service
snapdeal,  and great service by ,3,great
service,  and great ,3,great
touch, The phone is good for people not used to ,2,used
screen, The phone is good for people not used to touch ,2,used
screen, The phone is good for people not used to touch ,2,touch
memory, No ,1,No
features,  I am surprised with this type of design from nokia that too when there are so many models available from other companies with good ,0,
design,  I am surprised with this type of ,1,surprised
budget, Excellent mobile in ,3,excellent
features, Very good phone @ low cost Awesome battery life i charge my phone once and after that i charge again in two days  nice ,3,features
battery, Very good phone @ low cost Awesome ,3,awesome
screen,  good ,3,good
size,  good screen ,3,good
size,  good screen ,3,
battery,  Opening for ,0,
screen,  She needs a bigger ,0,
resolution, '<br ><br >Easy to use good screen ,3,good
resolution, '<br ><br >Easy to use good screen ,3,
screen, '<br ><br >Easy to use good ,3,good
price, in this ,0,
body, also ,0,
build, also body ,0,
screen, '<br ><br >Pros:<br ><br >Perfect ,3,perfect
size, '<br ><br >Pros:<br ><br >Perfect screen ,3,perfect
size, '<br ><br >Pros:<br ><br >Perfect screen ,3,
build,  displayA mix of all type of ring tone for a npoisy or silent conditionEasy to useGood ,3,good
store, Only defect there is no ,0,
performance, I bought this for my uncle and he is more than happy with its ,3,happy
battery, good phone ,3,good
light, A good ,0,
internet, '<br >Has dual mini-sim slots lets u access ,2,access
apps, '<br >Has dual mini-sim slots lets u access internet with gprs custom ,2,custom
touch, '<br ><br >Good for old people who arent much comfortable with ,3,comfortable
screen, '<br ><br >Good for old people who arent much comfortable with touch ,3,comfortable
screen, '<br ><br >Good for old people who arent much comfortable with touch ,3,touch
price, Otherwise this is a great feature phone for  the ,3,great
features, The description is in line with the ,2,description
budget, very good ,3,good
sound, Low ,1,low
sound, This phone lacks ,1,lacks
screen, This phone lacks sound qualitybig ,1,big
screen, This phone lacks sound qualitybig ,1,lacks
battery, It has good ,3,good
bluetooth, It has good battery backupscreen size is also largethe only thing is it doesnt support any ,1,doesnt
bluetooth, It has good battery backupscreen size is also largethe only thing is it doesnt support any ,1,support
size, It has good battery backupscreen ,0,
sound, Pros<br >- light weight<br >- attractive<br >- cost effective<br >- nice performance<br ><br >Cons<br >- Earpiece ,1,Cons
light, Pros<br >- ,0,
budget, Nokia 220 Dual SIM Black is perfect ,3,perfect
camera,  But ,0,
games,  Gift it to somebody or play pre installed ,1,pre
games,  Gift it to somebody or play pre installed ,1,installed
online,  Tried to negotiate with the local shops they were not able to give on ,2,
price,  Tried to negotiate with the local shops they were not able to give on online ,2,online
price, Its a gud product worth its ,3,worth
features,  They have given ,0,
price,  They have given features which excites with its ,3,excites
features,  I recommened the product to any one who looks for a simple and humble mobile with necessary ,3,necessary
looks,  I recommened the product to any one who ,0,
affordable, nice phone to use at ,0,
price, nice phone to use at affordable ,3,price
snapdeal, superb deal from ,3,superb
snapdeal, superb deal from ,3,
budget, Superb ,3,superb
price,  You can not get a phone in such a ,3,phone
snapdeal, i eill buy again from ,3,again
screen,  The ,0,
snapdeal, excellent deal for me from ,3,excellent
snapdeal, excellent deal for me from ,3,
performance, Really this mobile is very cool and awesome ,3,awesome
budget, Good phone in ,3,budget
design,  this phones ,3,good
camera,  2mp ,0,
service, U have a great ,3,great
service, I bought this mobile last week and very much satisfied with the product and the ,3,
internet,  If you wanna use ,0,
price, Its very good product for a low ,3,within
budget, A very good product within ,3,budget
battery, This phone is having good ,3,good
battery, '<br > i am using samsung smartphone and within 6 hrs ,0,
battery, superb clarity large display smooth keys under my budget good camera quality very fast function ,0,
battery, '<br >Play videos<br ><br >Cons:<br ><br >Low ,1,low
battery,  It has got a good ,3,good
battery,  Long ,3,Long
battery,  Really it gives a great ,3,great
battery,  Really good design good User Interface Good ,3,good
prices, '<br ><br >Pros: Touch is great nice looks very fast and no lags headphone provided is great very nice display clear and crisp<br ><br >Cons: Battery backup is poor speaker not too loud installed apps are not of great use quite heavy (personal opinion)<br ><br >Overall: I am happy with the device and I think it is a great smartphone and people should really buy it rather than buying a high end smartphone like Samsung or some others which offer similar features for high ,0,
battery, '<br ><br >A best as a secondary phone for music and phone calls as it has an amazing ,3,amazing
battery,  <br ><br >One time charge will give you almost 5 days of ,3,days
battery,  Good ,3,good
battery, This phone is very small and easy to handle ,0,
battery, Touch features ,0,
battery, Touch is awesome and good ,3,good
battery,  My parents are using the phone form past two weeks and happy with the ,3,happy
battery, 0 MP) good ,3,good
battery,  somy point :<br >The good:<br >- Responsive touch<br >- Extremely good ,3,good
battery,  It has a very good ,3,good
battery, clear soundlight weightbut it needs long ,3,long
overpriced, '<br ><br >Overall I liked the body and design but slightly ,1,slightly
battery,  Very long ,3,long
battery, '<br >Howeverusing it for making 20-30 calls in a day will lead to ,0,
battery,  ( we cant expect that in sub4000 category)<br >POOR ,1,poor
battery,  Touch ,0,
battery, Good product Compact design Easy to handle and operate Good ,3,good
battery, It has got a good ,3,good
prices,  385- when compared to the retail outlet ,0,
battery,  Sound is very cool screen resolution is good ,0,
battery, '<br >Pros<br >-good responsive touch screen<br >-fastlane<br >-40 preloaded apps <br >-you can easily switch between apps by just a swipe<br >-trendy design<br >-WiFi connectivity <br >-1 GHz processor<br >-a very good ,3,good
battery,  tiny good ,3,good
battery,  Yes they are cheaper then Lumia 520 but then you pay by sacrificing for a low ,1,low
pricing,  70% of Similar configuration but the difference in ,0,
battery,  Android has lots of apps but most of them are buggy they either drain out your ,1,drain
battery,  You can pop off the entire back (buttons included) to reveal the removable 1430mAh ,2,
pricing, the serive is good and the product ,0,
battery, till now i have noticed that the ,0,
battery,  Android has lots and lots of apps but most of them are buggy and useless they either drain out your ,1,drain
battery, But my problem is this phone still shows a fantastic performance and ,0,
battery,  But Nokia with windows 8 is best for that price It gives good ,3,good
battery,  The phone is lightweight and feels great while holding it the plastic used in this device is quite durable and the ,0,
battery, the ,0,
battery, Good phone long ,3,long
battery, Ideal for people who travel a lot ,3,travel
battery, excellent ,3,excellent
battery, '<br >One big disadvantage is phone heats up very quickly and ,1,heats
battery,  Its fast long lasting ,3,long
battery, '<br >And the ,0,
battery, This has one of the better ,3,better
battery, Nokia lumia 520 is just an outstanding phone with good ,3,good
battery, it has a good ,3,good
battery,  but not very happy with the ,2,not
battery,  stand not even a day especially when i talk for more then ten minutes ,1,ten
battery,  It consume ,0,
battery,  ease of access to various functions of the phone<br >-good ,3,good
battery, The worst thing is the ,1,worst
battery, Great phone with long ,3,long
battery,  Excellent ,3,excellent
battery, When u play games and use internet (wifi) ,0,
battery,  The phone is powered by a 1430 mAh ,2,1430
battery,  Without charging ,0,
battery, one more amazing feature of this phone is ,3,amazing
