Keyword,Review,Tone,Attribute1
heats,  up after an hour of use continuously,1,
sound,  quality is really a disappointment,1,Quality
sound,  with almost no bass,3,
Battery, Customization,3, Customization
Display, Corning Gorilla Glass 3Water ResistantHeart Rate SensorRemovable BatteryCustomization,3,Gorilla
Size,  is perfect not too big,3,
Battery,  backup is not upto the mark,1,not
build,  quality is top notch and Samsung is nowhere near that type of attractive looks and the built quality,3,Quality
features,  like HDR (Rich tone),3,HDR
software,  features like HDR (Rich tone),3,HDR
video,  recording is also supported (5 mins limitation is there ),3,
video ,recording  is also supported (5 mins limitation is there ),3,supported
video ,recording  is also supported (5 mins limitation is there ),3,recording
video ,recording  is also supported (5 mins limitation is there ),3,recording
fast, er auto focus capabilities,3,auto focus
fast,  with almost no lags,3,
UI,  and the apps operation are very fast with almost no lags,3,
features,  like Fingerprint unlocking,3,
Battery, 2800mAh one is good enough to get you through one whole day of moderate usage,3,good
fast, est available processors and many cool software additions,3,processors
software,  features and the new touchwiz is gonna land on S4 eventually anyway,3,
responsive,  customer service team (i,3,customer service
video,  qualities are also good,3,qualities
fast,  and light weight,3,
Camera,  is good and pictures are crystal clear,3,pictures
picture, s are crystal clear,3,clear
heats,  up pretty quickly,1,
Size,  keeps getting bigger & bigger,1,
lag,  on Snapdragons even Google was upset with that UI,1,
service,  also very bad,1,
Camera,  Features are excellent,3,
Screen,  quality is the best one,3,quality
service,  is very good as usual,3,
lag,  during usage,1,
Camera,  - Poor quality,1,Quality
lags, while switchingopening apps like dialer,1,apps
amazon,  i got this mobile for the cheapest cost amongst all the online shopping websites,3,
cheap, est cost amongst all the online shopping websites,3,
touch,  is silky smooth ,3,silky
fast, est and smoothest phone in the range,3,
hangs,  every minute and responds very slow to the commands,1,
internet,  is very slow and I am totally disappointed with this phone,1,slow
Battery,  gets drained out,1,drained
memory , is only 2GB its wast i am not satisfied with this peace  \xf0\x9f\x98\x9d many drawbacks is their,1,
touch, screen was more sensitive and easier to use for it is difficult to type on it,3,
touch,  screen and other features are too good,3,
Delivery,  was missing the data cable,1,
lag,  often while multitasking and opening apps due to a very low end processor it ships with,1,multitasking
lag,  as soon as you install one or two extra apps in it,1,
budget,  android smartphone,3,
UI,  to be culprit,1,
Android,  phone this sluggish,1,
service,  center wanted one month to change the display,1,
Camera,  (2 MP) is not good,1,
budget,  smartphone when I came across this model,3,
lags, at almost every single time i use it,1,
service,  centre people were also unhelpful even though it was only a few weeks old,1,
hangs,  when it fully loaded,1,
storage,  is perfect for this phone,3,
Display,  is very fine,3,
hangs,  every momenttouch response is also not very goodbattery is worsehowever,1,
heats,  up without no reasonvery slow and hangs every momenttouch response is also not very goodbattery is worsehowever,1,
touch,  response is also not very goodbattery is worsehowever,1,respone
fast,  while using android ,3,
touch,  screen is very sensitivebad things-------------1,3,sensitive
touch,  just hangs for few seconds,1,hangs
Ram,  getting filled often and very slow performance,1,
Battery,  withstanding time is also not satisfied to compare with other company mobiles,1,not
Battery,  getting down quickly,1,down
Battery,  dries up very fastDoes not even last for 3 hours id any app is usedSystem is working slow than expected and gets hanged at times,1,dries
fast, Does not even last for 3 hours id any app is usedSystem is working slow than expected and gets hanged at times,1,last
performance,  of the set is not up to the mark ,1,
budget,  phone by samsungPeople should consider it to gift or for personal use,3,
service,  guarantee adds the overall rating of the product,3,
cheap,  and best mobile to  purchase online from Amazon marketing network,3,
amazon,  they dont let me down at any cost,3,
features,  of all high end mobiles,3,
touch,  sensitivity is superb and comes with kitkat version of android,3,sensitivity
applications,  the phone starts to show its real face,1,
heavy,  touchwiz user interface,1,touchwiz
lags,  a lot during multi tasking too,1,multi tasking
games,  like subway surfers do not work,1,
hangs,  while playing game,1,
internal,memory  4 gb is good,3,4 gb
internal,memory  4 gb is good,3,memory
internal,memory  4 gb is good,3,memory
memory , 4 gb is good,3,4 gb
video,  files are not opening in the player3,1,
features,  of this mobile is not so good,1,
cheap,  price than it is usually found in the market,3,price
touch,  screen at a lower cost,3,
lags, because single core processor,1,
memory , low,1,
fast,  delivery and best price,3,delivery
lags,  a lot and need at least 700 MB of ram,1,
Delivery,  cost too high,1,
hangs,  many times even while filtering the contacts to dial someone,1,
features,  includes its multiple zigzag stitch which is used to finish the seam allowance on syhthetic and other fabrics that tends to pucker,3,zigzag stitch
video,  CD instructions are best expressed to understand all the features of machine ,3,
performance,  of the phone is really bad,1,
performance,  of the device is not good at all,1,
heavy,  touchwiz ui makes things worse,1,touchwiz
Camera,  [ Poor Quality ],1,
Battery, My recommendation is to pay a few more bucks and go for quadcore,0,
Battery,  back up is no good ,1,no
hangs,  off totally & break down offen,1,
sound,  is a bit weaker though,1,
lags,  during temple run 2 nd subway surfer,1,
video,  calling is not possible,1,
amazon,  received it 2 days before the estimated day,3,
service,  by amazon received it 2 days before the estimated day,3,
internet,  spd is gud (fr downloading apps)3,3,
amazon,  provide a good service and also very god product,3,service
service,  and also very god product,3,
amazon,  is the only shop has sold the mobile on a lowest price than that of other on line shopping,3,price
amazon,  service is superb,3,service
hanging,  Sim,1,
charging,  time more than 4 hours,1,
Bluetooth,  BH806 very high end,3,BH806
Bluetooth,  range is excellent-Time and weather on ones wrist-Voice memos make it easy to make yourself quick notes-Band is replaceable with regular watch bands-Lots of little cool things like two-fingers double-tap to control the volumebrightness,3,range
store,  is quite limited-No headphone plug-Screen doesnt automatically adjust to ambient light- Charging not via micro-USB port,1,limited
Screen,  doesnt automatically adjust to ambient light- Charging not via micro-USB port,1,
features,  offered are really amazing,3,
features,  of health and style packed in 1 unit,3,health
stylish,  and useful in parties and occasions,3,
games,  support is very nice,3,support
UI, Smoother,3,smoother
Camera,  is 3MP but image quality better than 5-6MP,3,image
image,  quality better than 5-6MP,3,quality
performance,  and I am totally happy with that,3,
Display, - Better Resolution and Sharper ,3,resolution
Camera,  with Flash- Full HD Video Recording vs,3,flash
Apps, 2SD but still its not sufficient as we do lots of updates for Non movable apps,1,
clarity,  I felt this mobile also stands very good in that aspect,3,
sound,  clarity I felt this mobile also stands very good in that aspect,3,clarity
sound,  became garbled,1,
sensor, good gaming performancedecent battery backup 2390mAH  (NON REMOVEABLE)i am recieving regular system software updates via Sony PC companion,3,
software,  support is good by sonyand here is how 4GB of internal storage is distributed1)SYSTEM partition (system)  1,3,support
headphone, sgood build qualityand one more thing,3,
internal,memory  that is reserved for downloads is very low and so I cannot download any applications via Playstore,1,low
internal,memory  that is reserved for downloads is very low and so I cannot download any applications via Playstore,1,memory
internal,memory  that is reserved for downloads is very low and so I cannot download any applications via Playstore,1,memory
memory , that is reserved for downloads is very low and so I cannot download any applications via Playstore,1,low
memory , is low even when there are only few applications,1,low
Audio,  Quality is lessPersonal Settings reset for every restart,1,quality
Battery,  drains to 13% when it comes to 30% ,1,drains
service,  center they told one person to pay 30%of repairing cost within warrany period,1,
music,  player mixes songs from different folders,1,
delivered,  my mobile set on the very day they promised to deliver,3,
lag,  from the moment you click and when the actual pic is clicked,1,
headphone, s which is great considering the price was lowest among all stores ( Rs 17762 ),3,
headphone,  sucks but doesnt matter as it was free,1,
picture, s look like taken from a 2MP camera,1,
smooth , while playing games3,3,
Screen,  is dullThings that I like1,1,dull
cheap,  price compared to other shopping sites,3,price
cheap,  parts for xperia C ,1,
Screen,  is good 7inchGood sound qualitySleak designNonslip backpannelCons-Very less user memory only 0,3,
cheap,  headphones provided4,1,
hangs,  a lot)Very cheap headphones provided4,1,
Battery,  shows a rapid fall  after 30% to 15%,1,fall
Front ,camera  and internal memory big drawbacks,1,drawbacks
Front ,camera  and internal memory big drawbacks,1,
Front ,camera  and internal memory big drawbacks,1,
internal,memory  big drawbacks,1,drawbacks
internal,memory  big drawbacks,1,memory
internal,memory  big drawbacks,1,memory
memory , big drawbacks,1,
Looks,  and touch is good,3,
Looks,  unibody design,3,unibody
heating,  issues after playing Subway Surfers for 30 minutes (my S2 turns hot)\xe2\x80\xa2 Runs with Android 4,1,
Battery,  is the most amazing thing of this phone,3,amazing
video,  quality is poor\xe2\x80\xa2 Thought the screen clarity is good,1,quality
internal,memory  is less than 1 GB\xe2\x80\xa2 Only Sim 1 will support 3G Network,1,less
internal,memory  is less than 1 GB\xe2\x80\xa2 Only Sim 1 will support 3G Network,1,memory
internal,memory  is less than 1 GB\xe2\x80\xa2 Only Sim 1 will support 3G Network,1,memory
memory , is less than 1 GB\xe2\x80\xa2 Only Sim 1 will support 3G Network,1,less
Battery,  back also superb,3,superb
storage,  too small,1,small
picture,  quality are not good even you can say it is bad,1,quality
sound,  quality is not good that you expect the brand sony,1,quality
sound,  it is not loud enough,1,loud
heavy,  weights are its draw back but it gives real taste of clicking photographs & gaming,1,weights
amazon,  as promised delivered within 48 hours of order and product that i received is also properly gift wrapped with message,3,delivered
delivered,  within 48 hours of order and product that i received is also properly gift wrapped with message,3,
picture,  are same troubling,1,
sound,  quality does disappoint me,1,quality
quad core,  processor provides enough speed to run multiple things simultaneously,3,processor
gaming,  experience is good as well as they run without any hassle,3,
storage,  which is very less i,1,less
features,  n touch is so soft,3,
touch,  is so soft,3,
amazon,  packing was owesome,3,packing
Battery,  life is good and lasts well over a day in the stamina mode which I prefer,3,good
memory , space is not sufficient,1,space
memory, space  is not sufficient,1,not
memory, space  is not sufficient,1, space
memory, space  is not sufficient,1,sufficient
memory, space  is not sufficient,1, space
memory, space  is not sufficient,1,sufficient
Delivery,  & service is very good,3,
quad core,  1 GB ram with smoothness the process8 megapixel front camera n VGA front cameraLCD screen 12,3,
internal,memory  very low otherwise its ok,1,low
internal,memory  very low otherwise its ok,1,memory
internal,memory  very low otherwise its ok,1,memory
memory , very low otherwise its ok,1,low
Camera,  is goodHigh quality 5 screensony maintained its quality,3,
sound,  quality and good touch,3,quality
Battery,  back-up is excellent,3,excellent
Battery,  is awesome while using only one sim,3,awesome
lagging,whatsoever (till now),1,
headphone, s is most amazing part of this offer,3,
Battery,  is enormous,1,enormous
headphone,  its brilliant,3,
Light ,weight - Notification LED light-Touch is good,3,
internet,  more than 15 - 20 minutes phone is getting too much heat,1,heat
performance,  and battery is awesome,3,
touch,  is not sensitive at all,1,sensitive
games,  play effortlessly,3,
software,  to suit your needs,3,
delivered,  the product in perfect condition,3,
lags, when both sims are usedCamera is good ,1,
sound,  is just marvellous,3,
service,  was very marvellous and I am impressed with the ,3,
sensor,  issue but one day repaired the software using Sony companion over internet,1,
performance,  being a gamer i found it pretty decent,3,
Screen,  looks good under sunlight,3,sunlight
memory , always gets filled easily,1,
memory , which doesnt allow you to store too many apps,1,
storage,  memory which doesnt allow you to store too many apps,1,memory
Camera,  clearity also good,3,clearity
Looks,  royal (purple color i own)Hasnt hanged till now,3,
amazon,  for its very good service,3,service
delivered,  it on time with Rs,3,
expandable,  up to 32GB,3,
interface,  is messy ( I knew this but still bought a sony for better music and camera experience but this phone is a failure in both the area)My previous Huawei device was far better in audio and FM,1,
memory , problem ,1,
stylish,  battery backup ok,3,
features,  and camera are best,3,
gaming,  graphics are too good,3,graphics
Front ,camera  resolution is 0,1,resolution
Front ,camera  resolution is 0,1,
Front ,camera  resolution is 0,1,
delivered,  24 hrs before scheduled start date ,3,
service,  was awesome delivered 24 hrs before scheduled start date ,3,
performance,  is above avgwhat else u get in 17495 ,3,
picture, s out of focus,1,focus
Camera, :  8MP rear with LED flash,3,8 MP
expandable,  upto 32GBCamera:  8MP rear with LED flash,3,
UI,  is smooth as almost every handset maker has reduced the load of customisations on Android,3,smooth
video,  and audio file that i played ran without any issues,3,
Camera, The rear camera performs well with great low light performance and overall quality of images,3,low light
Price,  is too high other then open market but service is good,1,
Camera,  worst than VGA camera,1,
picture, s even with led flash ON makes me cry :( plus there is some lag also,1,
Camera,  is Awesoooooomeee(No complaints best front camera),3,
headphone, s is very fine,3,
music,  quality in headphones is very fine,3,quality
delivered,  on tym,3,
fast,  4G technology gives you access to entertainment anytime and anywhere,3,4G
performance,  is the highlight of the smartphone,3,
heavy,  lengthy 4 - 5 screen size3) Who wish to use the phone while in Rush bus,1,
music,  playback is great,3,
sound,  quality of music playback is great,3,quality
video, s upto 720p without a problem,3,720p
videos,  upto 720p without a problem,3,720p
viewing ,angles  arent great,1,angles
viewing ,angles  arent great,1,arent
viewing ,angles  arent great,1,arent
hanging,  or slow down in the past 1 week since I bought this phone from a local dealer,1,
delivered,  (Well before the time committed even though it was dispatched from Mumbai to Nashik using best courier service available) and since it was my first online purchase I was skeptical about the quality of product being ,3,
touch,  screen has a delayed response,1,
cheap, er phone but expected it to function given its a Sony,3,
hanging,  a lot and battery life is also short,1,
touch,  screen is not functioning properly as it is very slow,1,
Audio,  port problems found,1,
storage,  is quite minimal,1,
sound,  quality is very good and the option to enhance the ,3,quality
features,  are marvelous,3,
cheap,  thnkz to amazon and very welcome to India ,3,
amazon,  truly rocks,3,
smooth , and the camera is good,3,
touch,  is smooth and the camera is good,3,smooth
UI,  is little slower side if you open lots of apps,1,slower
budget,  friendly pocket,3,
Delivery,  was as per schedule and the packaging was good,3,packaging
Battery,  indicator is not showing proper value,1,not
lags, and reboots again and again,1,
affordable,  price and with free headphone ,3,price
sound,  quality is very good ,3,quality
sound,  echoes and whistles occasionally putting the user to shame,1,echoes
performance,  of the device is excellent,3,
budget,  devices offered by Samsung,3,
cheap,  quality plastic,1,
flipkart,  since they offer a low price plus Headphone free,3,
budget,  phone with basic android features they can go for it positively,3,
music,  makes us so impressive,3,
hanging,  due to small RAM,1,
sound,  quality which attracts much,3,quality
cheap,  and best mobile in this price rangeGuys who is planning to buy 7500 INR,3,price
sound,  quality is best ,3,quality
fast,  decaying smartphone batteries,1,decaying
Camera,  is really impressive for its specifications,3,
interface,  is pretty friendly,3,
storage,  capacity of this phone is lesser than as mentioned in its specification i,1,lesser
storage,  space is already occupied by Apps installed in it,1,space
memory , (Less to 2GB) to install apps and you need to use any app like SD maid to clean the cache and thumbnails,1,apps
cheap,  and poor,1,
sound,  with Xloud clear technologyWalkman full fills our mp3 song playing,3,Xloud
memory , not sufficientAfter got the xperia e3 the 1st step you have to take is buying an sd card for storage purpose as well as application installing,1,
internal,memory  you are left with 500MB,1,left
internal,memory  you are left with 500MB,1,memory
internal,memory  you are left with 500MB,1,memory
memory , you are left with 500MB,1,
sound,  quality is awasome,3,quality
budget,  its value for money,3,
video,  recording very very poor and pethetic,1,recording
video ,recording  very very poor and pethetic,1,poor
video ,recording  very very poor and pethetic,1,recording
video ,recording  very very poor and pethetic,1,pathetic
video ,recording  very very poor and pethetic,1,recording
video ,recording  very very poor and pethetic,1,pathetic
Android,  kitkat makes your life smoother,3,kitkat
hangs,  a lot and does not read sim card properly as well as  memory card,1,
affordable,  Xperia of this generation offers plenty of it,3,
hangs,  if there is network issue,1,
amazon,  for delivering the product without any delay and the product is just awesome in look and performance is also good,3,delivering
UI,  is eye catching with sharp animations and a good feel,3,
delivered,  by amazon is really good,3,
Battery,  back up is simply superb,3,superb
amazon, s service  too poor for Me,1,service
service,   too poor for Me,1,
touch, -keypad had problems in one alignment line from top to bottom,1,keypad
touch,  has started getti way insensitive,1,insensitive
responsive, ness to the extent that you cannot write on a vertical screen,1,
amazon,  is just great,3,
hardware,  to play heavy graphics games smoothly,3,graphics
hardware,  it has is of not much use for gamers : a big negative,1,gamers
responsive,  never have lagged: a positive4,3,
Camera,  only good for outdoor photos,3,outdoor
video,  mode has a mind of its own: a big negative5,1,
stylish,  design: a positiveFINAL ADVICE : this phone is good considering its price and brand name,3,
picture,  quality is far better than the some of the reviews report,3,quality
Game, s like a charm :) *It can record and play HD 1080p(8 Mp Camera with flash ) ,3,
video, s play within it like a charm ,3,
videos,  play within it like a charm ,3,
cheap,  plastiky body and doesnt have a gorilla,1,
hangs,  alot this processor opted in 10k phones please dont buy this scrap it also has a cheap plastiky body and doesnt have a gorilla,1,
games,  are just a dream for u alland heavy ,1,
gaming,  but heavy games are just a dream for u alland heavy games mean mdc4 and asphalt and gangstar ,1,
heavy,  games are just a dream for u alland ,1,
interface,  provide a great experience,3,
touch, wiz user interface provide a great experience,3,user interface
Touchwiz,  provide a better interface to jellybean and the camera is great,3,interface
Camera,  in mind blowing,3,
lags, in 1080p,1,
memory , is a tragedy,1,
video,  quality when playing is amazing,3,quality
internal,memory  but actually has only 4GB :(,1,only
internal,memory  but actually has only 4GB :(,1,memory
internal,memory  but actually has only 4GB :(,1,memory
memory , but actually has only 4GB :(,1,
flipkart,  and got it in just one day,3,
Processor,  (Best of All)5-inch Capacitive TouchscreenDual Standby SIM (GSM + GSM) (Best) Android v4,3,
Processor,  (Con)Android v4,1,Android v4
applications,  it goes slow,1,slow
Display,  is waste - Galaxy S2 has much better display than this,1,
sound,  is  coming from the speaker,1,
Android,  version is older & small screen then grand,1,
Price,  : around 15k Verdict : quite good phone in affordable price please check other details at :www,3,
sensor,  for automatic screen brightness adjustment6,3,
charging,  like something is burning inside,1,
service,  center people talk rudely as we had not purchased cell phone but begged from them in all ,1,
cheap,  when compared with other products,3,
lag,  horribly even in some basic games like Temple run 2 and subway surfers,1,
lags, occasionally ,1,
Display,  - worst everThe display is WVGA ,1,WVGA
features,  in camera and video recording is really awesme,3,camera 
video,  recording is really awesme,3,recording
video ,recording  is really awesme,3,awesme
video ,recording  is really awesme,3,recording
video ,recording  is really awesme,3,recording
service,  of flipkart is great,3,
touch,  not working ,1,
Screen,  is definitely not good and phone is too wide and not so easy to carry,1,
lags,  and slow annoying experience,1,slow
features, its worth its price and if u hav a confusion between grand and canvas or any other phone of its level then grand is ta BEST,3,price
connectivity,  too is weak in this phone,1,
features,  like a good smart fone like S3 and S2 with such a big screen should go for this fone,3,
flipkart,  delivery as the delivery date shifted 3 times,1,delivery
lag,  alot not in games,1,
lag,  in all games,1,
charging,  time needed is just 1 nd half hour(in the earlier china phone i had to charge whole night for 100% battery) and i got around 10 hrs battery life(believe it r not,3,
fast,  - i have a host of mails services and other things running in the background with absolutely no hiccups or any lag what so ever,3,
smooth , and fast - i have a host of mails services and other things running in the background with absolutely no hiccups or any lag what so ever,3,
UI,  is super smooth and fast - i have a host of mails services and other things running in the background with absolutely no hiccups or any lag what so ever,3,smooth
heavy,  usage drains the battery in 8 -10 hrs,1,drains
flipkart,  for delivering d product in just 24 hours,3,delivering
cheap,  in hand nd having a reputed brand handset is good,3,
clarity,  display and supports gaming as well,3,
Battery,  life solid for a day,3,solid
Battery,  life is worst,1,worst
hanging,  while taking photo,1,photo
video, s downloaded from internet are very poor quality even ii its HD4,1,HD4
videos,  downloaded from internet are very poor quality even ii its HD4,1,HD4
heating,  by samsung i am really dissatisfied,1,
hangs,  very frequently if I use wifi,1,wifi
Sleek,  design*,3,
flipkart,  is becmng one of the worest sites,1,
service,  by flipkart was good,3,
Camera,  and gallery opening is very very slow,1,slow
delivered,  in just three days,3,
flipkart,  that delivered in just three days,3,delivered
service,  by flipkart that delivered in just three days,3,
charging,  battery it is taking 4hr for full ,1,
delivered,  the product only in 2 days,3,
flipkart,  delivered the product only in 2 days,3,delivered
features,  which will help you use the phone with ease,3,
Battery,  life for my usage is a steady 24 - 30 hours,3,steady
Bluetooth,  phone connection with my car HU is easy and automatic,3,connection
sound,  quality in the car is very good,3,quality
Display,  also looks cool as in all Samsung models,3,cool
durable,  even when they have this plasticky,3,
cheap, y feel,1,
performance,  and looks are also good,3,
cheap,  brands as they promote themselves using quad core,1,
Camera,  - Its quite quite good,3,
heavy,  built (not so delicate)6,1,built
applications,  like dialler and messaging have become slow to respond,1,slow
performance,  negatively ,1,
delivered,  well before time and the from the very next day it started showing signs of trouble,3,
hangs,  suddenly and shuts down while giving a call,1,
flipkart,  offered me with 10% cash back and free 16 GB memory card,3,
browsing,  is not seamlessHangs or slows down at least 5 times a day,1,hangs
hangs,  a lott and battery backup not verry good rest its samsung and adroid so pretty good,3,
flipkart,  at an awesome price,3,
Display, : Screen is big 5 inch and resolution is just perfect,3,
Screen,  is big 5 inch and resolution is just perfect,3,big
video, s look more crisp but this does just as good,3,crisp
videos,  look more crisp but this does just as good,3,crisp
Ram, : Good RAMmanagement option and one click to clear RAM but I dont understand why the ,3,management option
video,  is the best I ve seen till date but nothing like nokia 808,3,
video,  is wobbling like water at 3 places,1,
browsing, : Forget 2g you need 3g or WiFi,1,
music,  quality has blessed my ears,3,quality
clarity,  its absolute heaven that my ears experienced,3,
music,  clarity its absolute heaven that my ears experienced,3,clarity
Display,  & Touch sensitivity: Doesnt have corning glass,1,
Touch ,sensitivity : Doesnt have corning glass,1,corning
Touch ,sensitivity : Doesnt have corning glass,1,sensitivity
Touch ,sensitivity : Doesnt have corning glass,1,Doesnt
Touch ,sensitivity : Doesnt have corning glass,1,sensitivity
Touch ,sensitivity : Doesnt have corning glass,1,Doesnt
Display,  is so good though the numbers in spec seems quite small(they say this a back log) I didnt felt anything bad about it and i wud love to watch videos and movies on this 5 screen and as u bother abt the cam rip,3,
hangs,  by itself aftr ovrheating yuve to take ur battery out(consider a point ure minimizng a 2gb game sudnly with less int memory) now ive 300mb free with full of apps installed in it(removed nfs) to b frank it runs slow now ,1,
Android,  is batteryholic,1,
features, : -Inbuilt motion funtions( itll be so fun to use them,3,motion functions
hanging,  and getting restart itself,1,
hanging,  and videos are not playing,1,
video, s are not playing,1,
videos,  are not playing,1,
features,  good call quality and network reception,3,call quality
Screen,  is too awesome and you wont want to have AMOled after you see this,3,
video, s can be watched-HD Games can also be played-Dual Sim Smart Active for operative 2 sims together-2100 Mh battery for longer use-In-call voice enhancer to give crystal clear voice-Best in the box flip cover of best quality-Front cam is awesome,3,HD
videos,  can be watched-HD Games can also be played-Dual Sim Smart Active for operative 2 sims together-2100 Mh battery for longer use-In-call voice enhancer to give crystal clear voice-Best in the box flip cover of best quality-Front cam is awesome,3,HD
features,  are good :1,3,
games,  it wont heat up,3,heat
hanging,  frequently and I am restarting the application by taking to & fro the mobile battery,1,
games,  play very smooth Ive install more than 11 ,3,smooth
fast,  and fluid NatureUI: the phone rocks samsungs nature ui,3,
UI, : the phone rocks samsungs nature ui,3,
features,  are too good and the display is enjoyable,3,
Camera,  has a lot of effects and the front camera is also great,3,
music,  output and voice calling is very pleasing,3,
Looks,  amazingTouchscreen responds perfectly8 MP primary camera,3,
video, s play smoothlyBest dual sim phoneMulti-window operation is funFlip cover (in the box)1,3,smoothly
videos,  play smoothlyBest dual sim phoneMulti-window operation is funFlip cover (in the box)1,3,smoothly
delivered,  within 2 business days with usual great packaging,3,packaging
games,  very smothly,3,smoothly
Battery,  is gud it gives a gud battery backup of 1 day  music is decent,3,gud
Screen,  is pretty gud threre is no pixelation 98% of usage only while reading text of small font Battery is gud it gives a gud battery backup of 1 day  music is decent,3,
video, s which runs smoothly Now cons- internal memory is just 3,3,smoothly
videos,  which runs smoothly Now cons- internal memory is just 3,3,smoothly
features,  are good as per my friend,3,
Display,  & sound is not good,1,
delivered,  within Two days in an excellent packing and absolutely safe manner,3,packing
Android,  by Samsung is unbeatable,3,
budget,  smartphone then here is the best phone for you,3,
applications,  are not moving to SD card,1,
touch,  screen is very very responsive,3,
Display,  is very good in spite of the low resolution on paper,3,
Game, s work well,3,
performance,  and the price Flipkart is offering is unbelievable,3,price
lager, er internal storage,1,
fast,  and never hanged till now or slowed down despite being stuffed with lots of games (lower end) and apps,3,
fast,  quadcore processor including 1gb RAM which is good for gaming,3,quadcore
Battery, - Crisp photos- photos taken in dark room also come up great,3,
Screen,  is perfect- Touch is great- No lag at all- Good Battery- Crisp photos- photos taken in dark room also come up great,3,
delivered,  on the very next day before expected,3,
expandable,  up to 64GB3> Multiwindow,3,
performance,  is good as it got 1 GB RAM and a Quad core processor,3,
Camera,  and display quality is good,3,
Screen,  is Super Let See What in store for me,3,
picture,  quality is not very good ,1,quality
lags,  in high quality games,3,
lags, in full HD Video,3,HD
features,  are functioning very well,3,
surfing,  is awesome in this set,3,
back, cover is mat finished feels great,3,cover
Resolution,  is just most third class,1,
Screen,  Resolution is just most third class,1,resolution
performance,  of this product is excellent,3,
applications,  crash very often,1,crash
Screen,  is a unique feature compared to any other mobiles 0,3,
video,  calling is not apt,1,calling
fast,  and till now no Hanging problems,3,hanging
games,  like ASPHALT 8 smoothly which is of over 1,3,smoothly
games,  like ASPHALT 8 smoothly  which is of over 1,3,smoothly
fast,  and 8gb internal storage,3,
sensor, s does not work properly and display remains active while in call and continuously flickers,1,
video,  lag at 720p output,1,lag
build,  is to prevent overheat which is good in fact,3,
fast, er video transmission and no video lag during video calling,3,
internal,memory  at 8GB (5GB for apps and games) and 1 GB RAM is just about perfect,3,memory
memory , at 8GB (5GB for apps and games) and 1 GB RAM is just about perfect,3,
Battery,  life is fine too,3,fine
service,  and updates are good,3,
flipkart,  with speedy delivery,3,delivery
Battery,  Backup Bhot hi acha hi Multi Windeos ke Wjha se Phone Use Karne Me Bhot Aasani Ho Jati Hi,3,acha
light,  doesnt succumb to excessive noise,3,
storage,  space is not enough,1,space
Resolution,  is less if you can compromise,1,less
service, s provided by the Samsung are really really bad,1,
Display,  with very good brightness feel beeter than Amoled screen which always looks darker,3,brightness
Battery,  lasting for two days with normal usage like 2hrs of watching moviesGames,3,two
fast,  & never hangs,3,
Ram,  very fast & never hangs,3,fast
Battery,  backup lasted for 2 days only with phone calls ,3,2
Camera,  quality is good for sharp pictures and video recordings,3,quality
Battery,  lasts for complete 24 Hrs with 3G connected,3,complete
Size,  is apt for my hand as iam a huge guy,3,
sound,  quality is very bad even very lesser than any other model (android or non - android),1,quality
speakers,  have very low output,1,low
service,  centre is not able to replace the camera since its not ready with them,1,centre
warranty,  policy doesnt allow to replace the new product after 7 days it seems,1,
clarity,  is awesome & it will perfectly fit your pocket 4 sure,3,
features,  that are latest,3,
features,  with a very well sized screen that enables you sufficient work area,3,
picture,  quality is so good,3,quality
Audio,   Video sound & camera also so good,3,
sound,  & camera also so good,3,
smooth , thanks to samsung tochwiz UI,3,touchwiz
UI,  is very smooth thanks to samsung tochwiz ,3,smooth
clarity,  is very good conslow ppi but can be ignoredfront camera not that good but for normal video chat its ok not for small hands conclusionIf you want a big phone this the better option and mega 6,3,
features,  like gestures and multi windowdual simgames and videos play like buttercall clarity is very good conslow ppi but can be ignoredfront camera not that good but for normal video chat its ok not for small hands conclusionIf you want a big phone this the better option and mega 6,3,
games,  and videos play like buttercall clarity is very good conslow ppi but can be ignoredfront camera not that good but for normal video chat its ok not for small hands conclusionIf you want a big phone this the better option and mega 6,3,
sound,  Quality in earphones is very nicesome good features like gestures and multi windowdual simgames and videos play like buttercall clarity is very good conslow ppi but can be ignoredfront camera not that good but for normal video chat its ok not for small hands conclusionIf you want a big phone this the better option and mega 6,3,quality
video, s play like buttercall clarity is very good conslow ppi but can be ignoredfront camera not that good but for normal ,3,clarity
videos,  play like buttercall clarity is very good conslow ppi but can be ignoredfront camera not that good but for normal video chat its ok not for small hands conclusionIf you want a big phone this the better option and mega 6,3,clarity
cheap, est prices than the market,3,prices
heavy,  price those who want to threw away money better give it to micromax ,1,price
Camera,  is not much sufficient in capturing low-light images,1,low-light
delivered,  yesterday and i booked in the priority of IN-A-DAY delivery and the service wise FLIPKART is awesome ,3,
service,  wise FLIPKART is awesome ,3,
clarity,  is marveloussound output is average(best always) Disadv:Price is little high ram they mentioned 1,3,
image,  LCD displayPlays 1080p as well as captures video in 1080p8mp rear 2mp frontUltra slim1 click apps installclarity is marveloussound output is average(best always) Disadv:Price is little high ram they mentioned 1,3,
Display,  is clearly view in all angles*This is a mid range android mobile with Good and cool features but still a child to s4,3,
browsing,  internet and playing some videos I feel very good because of this Big Display,3,display
internet,  and playing some videos I feel very good because of this Big Display,3,display
video, s I feel very good because of this Big Display,3,display
videos,  I feel very good because of this Big Display,3,display
fast,  processing with as much as application install on it,3,processing
video,  on the device is great experience,3,
